id,Patent number,link,title,inventor name,date,num pages
4225,US-20220350526-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220350526,FLEXIBLE MEMORY EXTENSION SYSTEMS AND METHODS,NIU; Dimin et al.,2022-11-03,24
4226,US-20220351368-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220351368,SYSTEMS AND METHODS TO PROCESS ELECTRONIC IMAGES TO IDENTIFY ATTRIBUTES,GORTON; Danielle et al.,2022-11-03,22
4227,US-20220350619-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220350619,LOCATE NEURAL NETWORK PERFORMANCE HOT SPOTS,CHEN; QIN YUE et al.,2022-11-03,23
4228,US-20220350810-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220350810,DATA-DRIVEN ENRICHMENT OF DATABASE ELEMENTS,Majumdar; Subhabrata et al.,2022-11-03,38
4229,US-20220353154-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220353154,DEPLOYMENT OF COMPUTER SYSTEM SERVICES,Agarwal; Noopur et al.,2022-11-03,17
4230,US-20220347930-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220347930,"SIMULATION, CORRECTION, AND DIGITALIZATION DURING OPERATION OF AN ADDITIVE MANUFACTURING SYSTEM",Paddock; Robert et al.,2022-11-03,42
4231,US-11484550-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11484550,"Pharmaceutical composition for improving health, cure abnormalities and degenerative disease, achieve anti-aging effect of therapy and therapeutic effect on mammals and method thereof",Novak; Peter et al.,2022-11-01,180
4232,US-11488713-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488713,Disease specific ontology-guided rule engine and machine learning for enhanced critical care decision support,Velez; Carmelo et al.,2022-11-01,30
4233,US-11488590-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488590,"Methods and systems for processing, storing, and publishing data collected by an in-ear device",Cella; Charles et al.,2022-11-01,95
4234,US-11488059-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488059,Transaction-enabled systems for providing provable access to a distributed ledger with a tokenized instruction set,Cella; Charles Howard,2022-11-01,531
4235,US-11488055-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488055,Training corpus refinement and incremental updating,Kumar; Prashant et al.,2022-11-01,33
4236,US-11487702-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11487702,Object mining and recognition system,Williamson; Leigh et al.,2022-11-01,21
4237,US-11487351-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11487351,Intelligent directing system in an internet of things (IoT) computing environment,Buesser; Beat et al.,2022-11-01,24
4238,US-11487963-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11487963,Automatically determining whether an activation cluster contains poisonous data,Angel; Nathalie Baracaldo et al.,2022-11-01,26
4239,US-11488267-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488267,Managing transboundary water use using a distributed ledger and machine learning,Nyota; Timothy et al.,2022-11-01,20
4240,US-11488064-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488064,Machine learning model for micro-service compliance requirements,Bulut; Muhammed Fatih et al.,2022-11-01,21
4241,US-11489914-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11489914,"Contextual intelligence of every-thing communication platform integrating edge computation, augmented intelligence and distributed ledger data storage nodes and tokens for real world data interactions across internet of things with payment integration",Bjontegard; Bernt Erik,2022-11-01,92
4242,US-11487650-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11487650,Diagnosing anomalies detected by black-box machine learning models,Ide; Tsuyoshi et al.,2022-11-01,19
4243,US-11489687-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11489687,Optimized electronic conference system,Bhide; Manish Anand et al.,2022-11-01,14
4244,US-11487899-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11487899,Automated tiered security for confidential information and confidential information sharing and methods thereof,Joshy; Rendheer,2022-11-01,27
4245,US-11488585-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488585,Real-time discussion relevance feedback interface,O'Connor; James Philip et al.,2022-11-01,19
4246,US-11488273-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11488273,System and platform for engaging educational institutions and stakeholders,Fowler; Cameron et al.,2022-11-01,41
4247,US-11487602-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11487602,Multi-tenant integration environment,Reeve; John Anthony et al.,2022-11-01,18
4248,US-20220343119-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343119,CONTEXTUAL-BASED METHOD AND SYSTEM FOR IDENTIFYING AND REVEALING SELECTED OBJECTS FROM VIDEO,Smith; Garry Anthony et al.,2022-10-27,46
4249,US-20220338469-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220338469,NOVEL PEST REPELLANT FORMULATIONS AND USES THEREOF FOR CROP PROTECTION,HERNANDEZ; LUIS et al.,2022-10-27,30
4250,US-20220343782-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343782,SYSTEMS AND METHODS FOR DELIVERING VEHICLE-SPECIFIC EDUCATIONAL CONTENT FOR A CRITICAL EVENT,Barth; Kim Alan et al.,2022-10-27,15
4251,US-20220342943-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220342943,System and Method for Detecting Misinformation and Fake News via Network Analysis,Pavlov; Elan,2022-10-27,11
4252,US-20220343603-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343603,"THREE-DIMENSIONAL RECONSTRUCTION METHOD, THREE-DIMENSIONAL RECONSTRUCTION APPARATUS, DEVICE AND STORAGE MEDIUM",Ju; Bo et al.,2022-10-27,14
4253,US-20220343662-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343662,"METHOD AND APPARATUS FOR RECOGNIZING TEXT, DEVICE AND STORAGE MEDIUM",DU; Yuning et al.,2022-10-27,11
4254,US-20220345797-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220345797,SYSTEM FOR SUMMARY SEGMENT ASSOCIATION AND DYNAMIC SELECTION FOR VIEWING WITH A CONTENT ITEM OF INTEREST,Zavesky; Eric et al.,2022-10-27,30
4255,US-20220342561-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220342561,DATA TRANSMISSION MANAGEMENT,Simsek-Ege; Fatma Arzum et al.,2022-10-27,14
4256,US-20220342997-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220342997,ASSESSING LATENT SECURITY RISKS IN KUBERNETES CLUSTER,Watanabe; Yuji et al.,2022-10-27,23
4257,US-20220343036-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343036,"METHOD AND SYSTEM FOR AUTOMATICALLY HOSTING, INDEXING, SEARCHING AND DISTRIBUTING CONSTRUCTION DETAILS",GLUNZ; Benjamin F.,2022-10-27,42
4258,US-20220343065-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343065,"SYSTEM AND METHOD FOR INCREASING EFFECTIVE COMMUNICATION THROUGH EVALUATION OF MULTIMODAL DATA, AUTO-CORRECTION AND BEHAVIORAL SUGGESTIONS BASED ON MODELS FROM EVIDENCE-BASED COUNSELING, MOTIVATIONAL INTERVIEWING, AND EMPATHY",Lord; Sarah Peregrine et al.,2022-10-27,41
4259,US-20220343179-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343179,LOCALIZATION-BASED TEST GENERATION FOR INDIVIDUAL FAIRNESS TESTING OF ARTIFICIAL INTELLIGENCE MODELS,Saha; Diptikalyan et al.,2022-10-27,15
4260,US-20220343081-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343081,"System and Method for an Autonomous Multipurpose Application for Scheduling, Check-In, and Education",Gnanasambandam; Nathan et al.,2022-10-27,122
4261,US-20220344019-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220344019,MEDIA AND MEDICAL DEVICE ECOMMERCE SYSTEM AND METHODS,Carlson; Britta Kay,2022-10-27,40
4262,US-20220345367-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220345367,INTEGRATION OF NETWORK SEGMENTS AND SECURITY COMPONENTS INTO CONTAINERS AND HYBRID CLOUD ENVIRONMENTS,KOLLA; HARI KRISHNA et al.,2022-10-27,14
4263,US-20220345780-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220345780,AUDIENCE FEEDBACK FOR LARGE STREAMING EVENTS,SHEM TOV; Ofer,2022-10-27,19
4264,US-20220342887-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220342887,PREDICTIVE QUERY PROCESSING,CAO; Li et al.,2022-10-27,29
4265,US-20220343256-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343256,SYSTEM AND METHOD FOR DETERMINING INSTRUCTOR EFFECTIVENESS SCORES IN INTERACTIVE ONLINE LEARNING SESSIONS,MALLAR; Pranav R. et al.,2022-10-27,18
4266,US-20220343218-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343218,Input-Encoding with Federated Learning,Yueksel; Hazar et al.,2022-10-27,25
4267,US-20220343250-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343250,MULTI-SERVICE BUSINESS PLATFORM SYSTEM HAVING CUSTOM WORKFLOW ACTIONS SYSTEMS AND METHODS,Tremblay; Jesse et al.,2022-10-27,201
4268,US-20220343433-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343433,"SYSTEM AND METHOD THAT RANK BUSINESSES IN ENVIRONMENTAL, SOCIAL AND GOVERNANCE (ESG)",Yan; Jingtao Jonathan et al.,2022-10-27,36
4269,US-20220343431-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343431,"SYSTEM, SERVER AND METHOD TO MODERNIZE, MECHANIZE AND MONETIZE IMMIGRANT VISAS TO SUPPORT ECONOMIC DEVELOPMENT",Hasan; Tariq Syed,2022-10-27,152
4270,US-20220343446-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343446,SchooliT,Green; Erkes,2022-10-27,9
4271,US-20220343249-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343249,SYSTEMS AND PROCESSES FOR ITERATIVELY TRAINING A RENUMERATION TRAINING MODULE,Petrosso; Christina R. et al.,2022-10-27,23
4272,US-20220343244-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343244,MONITORING AND ADAPTING A PROCESS PERFORMED ACROSS PLURAL SYSTEMS ASSOCIATED WITH A SUPPLY CHAIN,Yesudas; Michael et al.,2022-10-27,29
4273,US-20220343903-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220343903,Data-Informed Decision Making Through a Domain-General Artificial Intelligence Platform,Mostafazadeh; Nasrin et al.,2022-10-27,27
4274,US-20220344934-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220344934,ENERGY DEMAND FORECASTING AND SUSTAINABLE ENERGY MANAGEMENT USING MACHINE LEARNING,Jayan; Jinu et al.,2022-10-27,38
4275,US-20220338773-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220338773,METHOD AND SYSTEM TO EVALUATE CONCENTRATION OF A LIVING BEING,ZHAO; Ai Min et al.,2022-10-27,16
4276,US-11482081-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11482081,Promoting competitive balance in multiplayer gaming,Pierce; Matthew D. et al.,2022-10-25,36
4277,US-11478556-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11478556,"Compositions and methods for treating or ameliorating neuroinflammation, neurodegeneration, neuropathic pain, and migraine",Miller; Yury et al.,2022-10-25,57
4278,US-11481079-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481079,Actionable-object controller and data-entry device for touchscreen-based electronics,Argiro; Chris,2022-10-25,40
4279,US-11480567-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11480567,Enhanced sensitivity and specificity for point-of-care (POC) micro biochip,Lee; Eon Soo et al.,2022-10-25,33
4280,US-11481946-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481946,"Information processing apparatus, information processing method, program, and information processing system for reinforcing target behavior",Shimizu; Itaru et al.,2022-10-25,66
4281,US-11482331-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11482331,"Assist system, assist method, and assist program",Sakaguchi; Yuuki et al.,2022-10-25,18
4282,US-11478603-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11478603,Method and apparatus for neuroenhancement to enhance emotional response,Poltorak; Alexander,2022-10-25,155
4283,US-11478310-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11478310,Virtual guidance for ankle surgery procedures,Poltaretskyi; Sergii et al.,2022-10-25,258
4284,US-11479810-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11479810,Spatially encoded biological assays,Chee; Mark S.,2022-10-25,39
4285,US-11481811-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481811,Electronic device and method for controlling same,Hwang; Yunhee,2022-10-25,26
4286,US-11478697-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11478697,Terminal connected to action robot and operating method thereof,Shin; Yongkyoung et al.,2022-10-25,25
4287,US-11481255-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481255,Management of memory pages for a set of non-consecutive work elements in work queue designated by a sliding window for execution on a coherent accelerator,Gaonkar; Chetan L. et al.,2022-10-25,16
4288,US-11480437-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11480437,Transportation system used by individuals having a visual impairment utilizing 5G communications,Trim; Craig M. et al.,2022-10-25,21
4289,US-11481442-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481442,Leveraging intent resolvers to determine multiple intents,Carrier; Scott et al.,2022-10-25,18
4290,US-11481418-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481418,Natural question generation via reinforcement learning based graph-to-sequence model,Wu; Lingfei et al.,2022-10-25,26
4291,US-11483154-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11483154,Artificial intelligence certification of factsheets using blockchain,Kannan; Kalapriya et al.,2022-10-25,22
4292,US-11481680-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481680,Verifying confidential machine learning models,Dayama; Pankaj S. et al.,2022-10-25,21
4293,US-11481785-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481785,Agnostic customer relationship management with browser overlay and campaign management portal,Copeland; Shannon,2022-10-25,22
4294,US-11481281-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481281,Predictive fog computing in an edge device,Baughman; Aaron K. et al.,2022-10-25,19
4295,US-11481212-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481212,Automatic identification of reference data,Dolby; Julian Timothy et al.,2022-10-25,14
4296,US-11483262-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11483262,Contextually-aware personalized chatbot,Kwatra; Shikhar et al.,2022-10-25,22
4297,US-11483533-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11483533,System and method for social immersive content rendering,Xu; Tan et al.,2022-10-25,24
4298,US-11481547-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481547,Framework for chinese text error identification and correction,Yang; Tao et al.,2022-10-25,18
4299,US-11481807-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481807,Delivery of dynamic content based upon predetermined thresholds,Fowler; Cameron et al.,2022-10-25,40
4300,US-11480791-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11480791,Virtual content sharing across smart glasses,Berliner; Tamir et al.,2022-10-25,166
4301,US-11481963-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481963,Virtual display changes based on positions of viewers,Berliner; Tamir et al.,2022-10-25,167
4302,US-11481211-B1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11481211,Dynamically creating source code comments,Karri; Venkata Vara Prasad et al.,2022-10-25,17
4303,US-20220334646-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220334646,SYSTEMS AND METHODS FOR EXTENSIONS TO ALTERNATIVE CONTROL OF TOUCH-BASED DEVICES,FLAGG; Matthew et al.,2022-10-20,62
4304,US-20220335715-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335715,PREDICTING VISIBLE/INFRARED BAND IMAGES USING RADAR REFLECTANCE/BACKSCATTER IMAGES OF A TERRESTRIAL REGION,GEACH; James Edward et al.,2022-10-20,22
4305,US-20220336067-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220336067,System and Method for Coordinating Care within the Health Industry,Harnach; Bob,2022-10-20,66
4306,US-20220335309-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335309,"KNOWLEDGE TRACING DEVICE, METHOD, AND PROGRAM",TAMANO; Hiroshi,2022-10-20,20
4307,US-20220335540-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335540,METHODS AND SYSTEMS TO GENERATE INFORMATION ABOUT NEWS SOURCE ITEMS DESCRIBING NEWS EVENTS OR TOPICS OF INTEREST,Jolly; Sukhsagar Singh et al.,2022-10-20,76
4308,US-20220334057-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220334057,ENHANCED CHEMICAL CHARACTERIZATION OF SOLID MATRICES USING X-RAY FLUORESCENCE AND OPTICAL COLOR REFLECTANCE,Weindorf; David C. et al.,2022-10-20,26
4309,US-20220334565-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220334565,"LOW TOUGHNESS WORKPIECE CUTTING APPARATUS, LOW TOUGHNESS WORKPIECE MANUFACTURING METHOD AND RECORDING MEDIUM STORING LOW TOUGHNESS WORKPIECE MANUFACTURING PROGRAM",NAIKI; Yukio et al.,2022-10-20,26
4310,US-20220337896-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220337896,METHOD AND ARTIFICIAL INTELLIGENCE SYSTEM FOR DEVELOPING ENHANCED PLANS RELATED TO MESSAGING ACROSS CROSS-SCREEN MEDIA PLATFORMS,BEACH; Michael et al.,2022-10-20,29
4311,US-20220338224-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220338224,METHOD AND APPARATUS FOR CONFIGURING DEFAULT BEAM IN COMMUNICATION SYSTEM,Lee; Kyunggyu et al.,2022-10-20,46
4312,US-20220331966-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220331966,MOBILITY SURROGATES,Kloor; Harry et al.,2022-10-20,43
4313,US-20220335116-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335116,SYSTEMS AND METHODS FOR LIFECYCLE MANAGEMENT FOR REGISTERED INTERNET OF THINGS UNIVERSAL ID (IOT DEVICES),Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4314,US-20220335165-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335165,SYSTEMS AND METHODS FOR PROVISIONING VIRTUAL INTERNET OF THINGS UNIVERSAL IDS (IOT UIDS) IN GREEN DEVICES,Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4315,US-20220335431-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335431,SYSTEMS AND METHODS FOR FRAUDULENT ACTIVITY DETECTION,Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4316,US-20220335440-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335440,SYSTEMS AND METHODS FOR TRACKING CHAIN OF TITLE FOR REGISTERED INTERNET OF THINGS UNIVERSAL ID (IOT DEVICES),Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4317,US-20220337410-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220337410,SYSTEMS AND METHODS FOR AN INTERNET OF THINGS DEVICE REGISTRY,Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4318,US-20220337478-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220337478,SYSTEMS AND METHODS FOR PROVISIONING VIRTUAL INTERNET OF THINGS UNIVERSAL IDS (IOT UIDS) IN BROWNFIELD DEVICES,Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4319,US-20220337482-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220337482,SYSTEMS AND METHODS FOR PROVISIONING EMBEDDED INTERNET OF THINGS UNIVERSAL IDS (IOT UIDS) IN BROWNFIELD DEVICES,Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4320,US-20220337574-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220337574,SYSTEMS AND METHODS FOR PROVISIONING EMBEDDED INTERNET OF THINGS UNIVERSAL IDS (IOT UIDS) IN GREENFIELD DEVICES,Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4321,US-20220337611-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220337611,SYSTEMS AND METHODS FOR MONITORING RECORDS IN AN INTERNET OF THINGS (IOT) DEVICE REGISTRY FOR CHANGES IN DEVICE PROPERTY DATA,Brazao; Eduardo Correia da Silva et al.,2022-10-20,188
4322,US-20220331047-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220331047,METHOD FOR INTRAOPERATIVE DISPLAY FOR SURGICAL SYSTEMS,"Shelton, IV; Frederick E. et al.",2022-10-20,282
4323,US-20220335217-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335217,DETECTING CONTEXTUAL BIAS IN TEXT,Panwar; Naveen et al.,2022-10-20,14
4324,US-20220338213-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220338213,PARAMETER(S) FOR RELAYING OPERATION,ELSHAFIE; Ahmed et al.,2022-10-20,44
4325,US-20220338360-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220338360,MACHINE LEARNING AND WIRELESS CONTROL OF A FLEXIBLE DISPLAY DEVICE ACTUATOR,Delaporte; Stephen E.,2022-10-20,16
4326,US-20220335223-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335223,AUTOMATED GENERATION OF CHATBOT,TRIPATHI; Anurag D. et al.,2022-10-20,23
4327,US-20220335302-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335302,COGNITIVE RECOMMENDATION OF COMPUTING ENVIRONMENT ATTRIBUTES,Banipal; Indervir Singh et al.,2022-10-20,19
4328,US-20220335555-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335555,"SYSTEMS AND METHODS FOR PERSONALITY ANALYSIS FOR SELECTION OF COURSES, COLLEGES, AND/OR CAREERS",Karthik; Vishwa et al.,2022-10-20,15
4329,US-20220334835-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220334835,METHODS AND APPARATUS TO AUTOMATICALLY EVOLVE A CODE RECOMMENDATION ENGINE,Gottschlich; Justin et al.,2022-10-20,37
4330,US-20220335026-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335026,AUTOMATED MEMORY CREATION AND RETRIEVAL FROM MOMENT CONTENT ITEMS,Park; Hyunbin et al.,2022-10-20,39
4331,US-20220335041-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335041,COGNITIVE GENERATION OF TAILORED ANALOGIES,Kwatra; Shikhar et al.,2022-10-20,28
4332,US-20220335045-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335045,COMPOSITE EVENT ESTIMATION THROUGH TEMPORAL LOGIC,Samel; Karan Manoj et al.,2022-10-20,22
4333,US-20220335538-A1,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/20220335538,AUTOMATED MEMORY CREATION AND RETRIEVAL FROM MOMENT CONTENT ITEMS,Park; Hyunbin et al.,2022-10-20,39
4334,US-11471849-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11471849,Porous metal oxide microspheres with varying pore sizes,Darji; Rupa Hiremath et al.,2022-10-18,20
4335,US-11475894-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475894,Method and apparatus for providing feedback information based on audio input,Li; Longbin,2022-10-18,30
4336,US-11475175-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475175,Intelligent design structure selection in an internet of things (IoT) computing environment,Jaiswal; Peeyush et al.,2022-10-18,21
4337,US-11475069-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475069,"Corpus processing method, apparatus and storage medium",Cui; Zhi et al.,2022-10-18,8
4338,US-11475176-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475176,"Method and system for automatically ordering and fulfilling architecture, design and construction product sample requests",Glunz; Benjamin F.,2022-10-18,42
4339,US-11474893-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11474893,Method and device for assessing overall asset condition,Donegan; Paul Henry Stewart et al.,2022-10-18,17
4340,US-11475084-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475084,Machine learning driven dynamic notification content,Gao; Yan et al.,2022-10-18,16
4341,US-11476002-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11476002,Clinical risk model,Shaw; Pooja et al.,2022-10-18,22
4342,US-11475297-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475297,Cross-domain homophily quantification for transfer learning,Trim; Craig M. et al.,2022-10-18,20
4343,US-11475339-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475339,Learning unfamiliar measurement units in a deep question answering system,Beller; Charles E. et al.,2022-10-18,21
4344,US-11472828-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11472828,Indacene based metallocene catalysts useful in the production of propylene polymers,Yang; Jian et al.,2022-10-18,29
4345,US-11475878-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475878,Electronic device and operating method thereof,Min; Kyoungbo et al.,2022-10-18,52
4346,US-11475493-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475493,Methods for dynamically assessing applicability of product regulation updates to product profiles,Acharya; Saurav et al.,2022-10-18,25
4347,US-11474582-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11474582,Automated validation of power topology via power state transitioning,Lefurgy; Charles et al.,2022-10-18,42
4348,US-11475035-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475035,Live data conversion and migration for distributed data object systems,Gandhi; Ashish et al.,2022-10-18,27
4349,US-11475331-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475331,Bias source identification and de-biasing of a dataset,Bhide; Manish Anand et al.,2022-10-18,30
4350,US-11475332-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11475332,Selecting forecasting models by machine learning based on analysis of model robustness,Gormally; Robert et al.,2022-10-18,24
4351,US-11474728-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11474728,Data storage volume record management for application-level recovery,Gallaher; Shannon Lyn et al.,2022-10-18,30
4352,US-11474816-B2,https://ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11474816,Code review using quantitative linguistics,Hicks; Andrew C. M. et al.,2022-10-18,19
