search URL:,https://patents.google.com/?q=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29&oq=%28%22educational+data+mining%22+OR+%22learning+analytics%22%29+AND+%28%22artificial+intelligence%22+OR+AI+OR+ML+OR+DL+OR+NLP%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-102441267-B1,"A Station for AI-Based, Personalized Learning Analytics System ",한국에너지공과대학교,"김경, 이지애",2022-03-03,2022-04-01,2022-09-19,2022-09-19,https://patents.google.com/patent/KR102441267B1/en,https://patentimages.storage.googleapis.com/f6/b5/e7/ef33bfe587dc12/112022035360353-pat00001.png
US-11847417-B2,Data-driven social media analytics application synthesis ,Accenture Global Solutions Limited,"Janardan Misra, Vikrant Kaulgud, Sanjay Podder",2021-03-12,2021-03-12,2023-12-19,2023-12-19,https://patents.google.com/patent/US11847417B2/en,https://patentimages.storage.googleapis.com/a5/8a/fd/fa5868b4697646/US11847417-20231219-D00000.png
US-2022400989-A1,"Treatment and diagnoses of disease and maladies using remote monitoring, data analytics, and therapies ",Steven F. Myers,Steven F. Myers,2021-06-16,2022-06-16,2022-12-22,,https://patents.google.com/patent/US20220400989A1/en,https://patentimages.storage.googleapis.com/44/c6/0d/a2cc0982651b54/US20220400989A1-20221222-D00000.png
US-2022148059-A1,Methods and systems for modular personalization center ,Xgenesis Inc.,"Francis Faricy, Jason Robert Clements",2020-11-06,2021-11-03,2022-05-12,,https://patents.google.com/patent/US20220148059A1/en,https://patentimages.storage.googleapis.com/cd/f9/7c/5434521545a361/US20220148059A1-20220512-D00000.png
US-2024073699-A1,"System, method, and apparatus for providing dynamic, prioritized spectrum management and utilization ","Digital Global Systems, Inc.","Armando Montalvo, Dwight Inman, Edward Hummel",,2023-11-07,2024-02-29,,https://patents.google.com/patent/US20240073699A1/en,https://patentimages.storage.googleapis.com/41/80/b1/1ff298bcf0eca6/US20240073699A1-20240229-D00000.png
US-11924648-B1,"System, method, and apparatus for providing dynamic, prioritized spectrum management and utilization ","Digital Global Systems, Inc.","Armando Montalvo, Dwight Inman, Edward Hummel",,2023-11-07,2024-03-05,2024-03-05,https://patents.google.com/patent/US11924648B1/en,https://patentimages.storage.googleapis.com/e0/ee/07/8e89ef67b70fdd/US11924648-20240305-D00000.png
US-2023316382-A1,Methods and systems for automated personalization ,Xgenesis Inc.,"Francis Faricy, Jason Robert Clements",2020-10-27,2023-04-14,2023-10-05,,https://patents.google.com/patent/US20230316382A1/en,https://patentimages.storage.googleapis.com/98/16/90/23dc44cf7cf70b/US20230316382A1-20231005-D00000.png
US-2023110975-A1,Recommending model contributions based on federated learning lineage ,International Business Machines Corporation,"Ambrish Rawat, Mark Purcell, Stefano Braghin",2021-10-13,2021-10-13,2023-04-13,,https://patents.google.com/patent/US20230110975A1/en,https://patentimages.storage.googleapis.com/24/3a/18/67c89d6b6e4f4c/US20230110975A1-20230413-D00000.png
US-11522880-B2,Analytics engine for data exploration and analytics ,International Business Machines Corporation,"Sulakshan Vajipayajula, Paul Coccoli, James Brent Peterson, Michael Vu Le, Ian Michael Molloy",2020-07-09,2020-07-09,2022-12-06,2022-12-06,https://patents.google.com/patent/US11522880B2/en,https://patentimages.storage.googleapis.com/a8/07/6f/8cb2f33bb42245/US11522880-20221206-D00000.png
WO-2023052912-A1,Enhanced three dimensional visualization using artificial intelligence ,Controlled Electronic Management Systems Limited,Stuart Boyle,2021-09-28,2022-09-21,2023-04-06,,https://patents.google.com/patent/WO2023052912A1/en,
WO-2022020493-A1,Systems and methods for augmented neurologic rehabilitation ,"MedRhythms, Inc.","Owen MCCARTHY, Brian Harris, Alex Kalpaxis, Jeffrey Chu, Brian Bousquet-Smith, Eric Richardson",2020-07-21,2021-07-21,2022-01-27,,https://patents.google.com/patent/WO2022020493A1/en,
US-2023065447-A1,Dynamic allocation and use of ims processing resources ,Dish Wireless L.L.C.,"Kevin Yao, Prashant Raghuvanshi",2021-08-27,2021-08-27,2023-03-02,,https://patents.google.com/patent/US20230065447A1/en,https://patentimages.storage.googleapis.com/94/09/29/04f2ace2fb8661/US20230065447A1-20230302-D00000.png
US-2022268144-A1,Predicting formation tops at the bit using machine learning ,Saudi Arabian Oil Company,Ahmad Mohammad Al-AbdulJabbar,2021-02-24,2021-02-24,2022-08-25,,https://patents.google.com/patent/US20220268144A1/en,https://patentimages.storage.googleapis.com/d3/24/11/02375ed367ba1b/US20220268144A1-20220825-D00000.png
WO-2023131275-A1,Artificial intelligence operations adaptive multi-granularity event grouping ,"International Business Machines Corporation, Ibm (China) Co., Limited","Zhaoqi WU, Zhi Wang, Qianke FANG, Lina YUAN, Min Xiang, Lilong CHEN",2022-01-10,2023-01-06,2023-07-13,,https://patents.google.com/patent/WO2023131275A1/en,https://patentimages.storage.googleapis.com/6c/26/fa/4cd4c89031a23d/PCTCN2023070912-appb-300001.png
WO-2023235752-A2,Method and system for ingesting and executing electronic content providing performance data and enabling dynamic and intelligent augmentation ,"Augmentir, Inc.","Russell FADEL, Lawrence Fan, Phillip J. HUBER",2022-05-31,2023-05-31,2023-12-07,,https://patents.google.com/patent/WO2023235752A2/en,
WO-2021049992-A1,"An intelligent response and analytics system, computer program and a computer readable storage medium ",Nouri Jalal,Jalal NOURI,2019-09-11,2020-09-10,2021-03-18,,https://patents.google.com/patent/WO2021049992A1/en,
US-2022215340-A1,Distributed register perishable tracker engine ,Bank Of America Corporation,"Lee Ann Proud, Naoll Addisu Merdassa",2021-01-04,2021-01-04,2022-07-07,,https://patents.google.com/patent/US20220215340A1/en,https://patentimages.storage.googleapis.com/c4/88/df/f5b5bd130f7d94/US20220215340A1-20220707-D00000.png
US-2023267562-A1,Method and system for processing electronic resources to determine quality ,The University Of Queensland,"Hassan KHOSRAVI, Nicholas Alexander JOSEPH",2020-09-04,2021-09-03,2023-08-24,,https://patents.google.com/patent/US20230267562A1/en,https://patentimages.storage.googleapis.com/dc/6b/eb/5c8a9430d287d2/US20230267562A1-20230824-D00000.png
EP-4167195-A1,Personal data processing system ,Brighter AI Technologies GmbH,"Thomas Strottner, Sean CONEYS, Elena SUKMANOVA, Sina YOUN, Sreenjoy Chatterjee, Marian Gläser",2021-10-15,2021-10-15,2023-04-19,,https://patents.google.com/patent/EP4167195A1/en,https://patentimages.storage.googleapis.com/a3/d7/e4/c8c1d7c06c1d79/imgf0001.png
WO-2024035797-A1,Wtru-initiated withdrawal from federated learning operation ,"Interdigital Patent Holdings, Inc.","Jung Je Son, Ulises Olvera-Hernandez, Morteza KHEIRKHAH, Zhibi Wang, Alec Brusilovsky, Guanzhou Wang, Aneeqa IJAZ, Achref METHENNI",2022-08-09,2023-08-09,2024-02-15,,https://patents.google.com/patent/WO2024035797A1/en,
KR-20240024313-A,Data pipeline and deep learning system for autonomous driving ,"테슬라, 인크.","티모페이 우바로프, 브리제시 트리파씨, 에브진 파인스타인",2018-06-20,2019-03-20,2024-02-23,,https://patents.google.com/patent/KR20240024313A/en,
WO-2022265539-A1,Online higher education system ,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Тольяттинский государственный университет""","Михаил Михайлович КРИШТАЛ, Роман Васильевич БОЮР, Эльмира Сергеевна БАБОШИНА, Антон Игоревич КУТУЗОВ, Татьяна Александровна СОКОЛОВА, Марина Андреевна ДРОЗДОВА, Елена Анатольевна РЕПИНА, Оксана Петровна ДЕНИСОВА, Анна Владимировна БОГДАНОВА, Лейла Рафаильевна ХАМИДУЛЛОВА, Ребият Магомедовна ГАСАНОВА",2021-06-19,2022-07-14,2022-12-22,,https://patents.google.com/patent/WO2022265539A1/en,
US-2022179399-A1,Method and System for Flare Stack Monitoring and Optimization ,Maillance SAS,"Yasin Hajizadeh, Jean-Paul Dessap, Charles-Edouard Cohen",2020-07-07,2021-07-07,2022-06-09,,https://patents.google.com/patent/US20220179399A1/en,https://patentimages.storage.googleapis.com/85/cc/4b/e5765d0d4f8ba0/US20220179399A1-20220609-D00000.png
US-11754737-B2,System and method for quantitative quality assessment of seismic surfaces ,Saudi Arabian Oil Company,Sami N. Awfi,2021-03-10,2021-03-10,2023-09-12,2023-09-12,https://patents.google.com/patent/US11754737B2/en,https://patentimages.storage.googleapis.com/d3/52/f1/0f93b400cccc69/US11754737-20230912-D00000.png
KR-20230117683-A,Artificial Intelligence Essential Education Recommendation Algorithm Software ,조혜수,조혜수,2022-02-02,2022-02-02,2023-08-09,,https://patents.google.com/patent/KR20230117683A/en,
WO-2021051118-A1,Systems and methods for neurologic rehabilitation ,"MedRhythms, Inc.","Owen MCCARTHY, Brian Harris, Alex Kalpaxis, Eric Richardson, Ryan Foley",2019-09-12,2020-11-12,2021-03-18,,https://patents.google.com/patent/WO2021051118A1/en,
US-2021166267-A1,Tracking a Digital Diet for Targeted Advertisement Delivery ,AebeZe Labs,Michael Phillips Moskowitz,2017-09-12,2021-01-07,2021-06-03,,https://patents.google.com/patent/US20210166267A1/en,https://patentimages.storage.googleapis.com/8b/fb/5b/42bf8bc7c1eda9/US20210166267A1-20210603-D00000.png
EP-4300512-A1,Efficiently generating machine learning models configured to forecast information regarding time until occurrence of clinical events ,GE Precision Healthcare LLC,"Bex George Thomas, Sreenath Sundar, Yiming Feng",2022-06-30,2023-06-16,2024-01-03,,https://patents.google.com/patent/EP4300512A1/en,https://patentimages.storage.googleapis.com/01/83/91/ab5a75c4c3d62e/imgf0001.png
JP-2023550987-A,Self-learning analysis solution core ,ヒタチ ヴァンタラ エルエルシー,"マウロ， エー． ダモ，, ウェイ リン，, ウィリアム シュマルゾ，",2020-12-21,2020-12-21,2023-12-06,,https://patents.google.com/patent/JP2023550987A/en,
US-2022377044-A1,Dynamic port allocations in carrier grade network address translation networks ,"At&T Intellectual Property I, L.P.","Robert Sayko, Avinash Lingala",2021-05-18,2021-05-18,2022-11-24,,https://patents.google.com/patent/US20220377044A1/en,https://patentimages.storage.googleapis.com/36/d9/0d/87fce900088e19/US20220377044A1-20221124-D00000.png
US-2023229411-A1,Framework for codes as a service management and deployment ,Dell Products L.P.,"Jatin Thakkar, Manikandan Pammal Rathinavelu, Pradeepta Ranjan Choudhury, Matthew C. Frank, Sabu K. Syed, Adam Mahram, Khadeer Ahmed Shaikh, Tarun Gupta, Sejal Mohata, Hung Dinh",2022-01-14,2022-01-14,2023-07-20,,https://patents.google.com/patent/US20230229411A1/en,https://patentimages.storage.googleapis.com/27/96/05/92f1be81908a86/US20230229411A1-20230720-D00000.png
US-2023376878-A1,Method of measuring how effective a team is as well as how effective the leader of that team is ,"Renée Safrata, James Sellner","Renée Safrata, James Sellner",2022-02-16,2023-02-01,2023-11-23,,https://patents.google.com/patent/US20230376878A1/en,https://patentimages.storage.googleapis.com/bd/82/df/86cccfa4ed7176/US20230376878A1-20231123-D00000.png
TW-M648143-U,Speech recognition device ,智管家科技股份有限公司,張允融,2023-05-16,2023-05-16,2023-11-11,,https://patents.google.com/patent/TWM648143U/en,https://patentimages.storage.googleapis.com/db/cd/6a/06971300077ded/112204855-A0305-03-0001-2.png
US-2024078510-A1,"Secure smart container assembly, systems, and methods ","Carefusion 303, Inc.","Michael K. RAHILLY, Brendan John Burgess, Ramkumar Subramanian, Mustafa YUSUFI, Monica Wyly",,2023-11-13,2024-03-07,,https://patents.google.com/patent/US20240078510A1/en,https://patentimages.storage.googleapis.com/27/db/2e/ea83cae9433b5a/US20240078510A1-20240307-D00000.png
US-2021358317-A1,System and method to generate sets of similar assessment papers ,Indiavidual Learning Private Limited,"Keyur Faldu, Soma DHAVALA, Achint Thomas, Aditi Avasthi",2020-05-13,2021-05-12,2021-11-18,,https://patents.google.com/patent/US20210358317A1/en,https://patentimages.storage.googleapis.com/6d/ca/be/e47232a69ab5a2/US20210358317A1-20211118-D00000.png
US-2023412491-A1,System and method for analytics backed software defined network failure detection and synchronization ,"At&T Intellectual Property I, L.P.","Moshiur Rahman, Laurens McCarty",2022-06-16,2022-06-16,2023-12-21,,https://patents.google.com/patent/US20230412491A1/en,https://patentimages.storage.googleapis.com/7a/c0/64/2834931e1fac9c/US20230412491A1-20231221-D00000.png
US-2022101341-A1,Entity information enrichment for company determinations ,International Business Machines Corporation,"Jeong Won An, Alvin Kinwai Cho, David D'Costa, J. Thomas Eck, Sridhar Mooghala, Jessica G. Snyder, Robert Stanich, David Xie, Nikhila Nandgopal, Matthew Cote, Joseph Sean Eugene Tiley",2020-09-30,2020-09-30,2022-03-31,,https://patents.google.com/patent/US20220101341A1/en,https://patentimages.storage.googleapis.com/76/54/63/66cda1c4cacf7c/US20220101341A1-20220331-D00000.png
US-2023070674-A1,System for obligation extraction and population with real-time pre-endorsement matrix ,Bank Of America Corporation,"Robertson Walters Greenbacker, Justin Riley duPont, Waldemar Zygmunt Mlynarski, JR.",2021-09-03,2021-09-03,2023-03-09,,https://patents.google.com/patent/US20230070674A1/en,https://patentimages.storage.googleapis.com/69/12/80/5a1be24685b23e/US20230070674A1-20230309-D00000.png
WO-2024036085-A1,Code generator for clinical research study systems ,"Nurocor, Inc.",Frederik Malfait,2022-08-08,2023-08-04,2024-02-15,,https://patents.google.com/patent/WO2024036085A1/en,
US-2023117396-A1,Use of Vibration Indexes as Classifiers For Tool Performance Assessment and Failure Detection ,"Halliburton Energy Services, Inc.","Reena Agarwal Chanpura, Jie Yang, Cristian Lenin Sosareyes",2021-10-01,2021-10-01,2023-04-20,,https://patents.google.com/patent/US20230117396A1/en,https://patentimages.storage.googleapis.com/70/f0/1c/65be968c4502be/US20230117396A1-20230420-D00000.png
JP-2021518946-A,How to operate the automation system and the automation system ,オムロン株式会社,"モハマド ネイザー, モハマド ネイザー, ディンヘマン クナップ, ディンヘマン クナップ, マリヤ ユルチェンコ, マリヤ ユルチェンコ",2018-04-23,2019-03-22,2021-08-05,,https://patents.google.com/patent/JP2021518946A/en,https://patentimages.storage.googleapis.com/87/86/a6/7ac5d3be8ded5c/2021518946-3.png
US-2023338698-A1,"Multi-sensory, assistive wearable technology, and method of providing sensory relief using same ","Phoeb-X, Inc.",David RUTTENBERG,2021-08-05,2023-06-20,2023-10-26,,https://patents.google.com/patent/US20230338698A1/en,https://patentimages.storage.googleapis.com/ce/4e/7a/0ebaabf55c733c/US20230338698A1-20231026-D00000.png
CN-113642989-A,Professional information computer acquisition background and professional information matching system ,"潍坊理工学院, 北京青苔数据科技有限公司","李新金, 张平, 程永",2021-08-11,2021-08-11,2021-11-12,,https://patents.google.com/patent/CN113642989A/en,https://patentimages.storage.googleapis.com/27/04/4a/7110c2bd0e35f9/HDA0003206063730000011.png
WO-2023168102-A2,Cloud-based remote video production platform ,"Advanced Image Robotics, Inc.","Nick NORDQUIST, Jeff DEBROSSE",2022-03-03,2023-03-03,2023-09-07,,https://patents.google.com/patent/WO2023168102A2/en,
WO-2022179726-A1,A network data analytics function architecture with dynamic analytic functions ,Telefonaktiebolaget Lm Ericsson (Publ),"Jesper DEREHAG, Mats Stille",2021-02-23,2021-11-29,2022-09-01,,https://patents.google.com/patent/WO2022179726A1/en,
CN-116777691-A,Answer prediction method and system based on question difficulty ,合肥综合性国家科学中心人工智能研究院(安徽省人工智能实验室),"刘淇, 陈恩红, 沈双宏, 苏喻, 朱林波",2023-05-24,2023-05-24,2023-09-19,,https://patents.google.com/patent/CN116777691A/en,
KR-102625671-B1,Apparatus and method for retail education operations using artificial intelligence ,김정웅,김정웅,2022-08-03,2022-08-03,2024-01-15,2024-01-15,https://patents.google.com/patent/KR102625671B1/en,https://patentimages.storage.googleapis.com/92/c3/b8/2bbfb4dd68726e/112022081190603-pat00001.png
EP-4322492-A1,Identification of devices and their role in a communication network based on machine learning ,Siemens Aktiengesellschaft,"Hans-Peter Huth, Nicola Michailow, Marco Reisacher",2022-08-08,2022-08-08,2024-02-14,,https://patents.google.com/patent/EP4322492A1/en,https://patentimages.storage.googleapis.com/71/66/5b/fb400b9860d260/imgf0001.png
US-2023274043-A1,System and method for modeling facilities infrastructure ,"At&T Intellectual Property I, L.P.","Jianxiong Dong, Eric Zavesky, David Crawford Gibbon, Louis Alexander",2022-02-25,2022-02-25,2023-08-31,,https://patents.google.com/patent/US20230274043A1/en,https://patentimages.storage.googleapis.com/65/8a/1b/dc875d44ee2283/US20230274043A1-20230831-D00000.png
US-11436236-B2,Command-line script generation with relevance search ,"Microsoft Technology Licensing, Llc","Spandan Garg, Yevhen Mohylevskyy, Jason R. Shaver, Neelakantan Sundaresan, Roshanak Zilouchian Moghaddam",2020-05-01,2020-05-01,2022-09-06,2022-09-06,https://patents.google.com/patent/US11436236B2/en,https://patentimages.storage.googleapis.com/11/48/ec/d9263bf9f4c647/US11436236-20220906-D00000.png
US-2023244748-A1,Matrix Multiplication on Coarse-grained Computing Grids ,"SambaNova Systems, Inc.","Pramod Natarja, Sitanshu Gupta, Ram Sivaramakrishnan, Ajit PUNJ",2022-02-01,2022-05-25,2023-08-03,,https://patents.google.com/patent/US20230244748A1/en,https://patentimages.storage.googleapis.com/0d/ee/2b/70873e15ed4afe/US20230244748A1-20230803-D00000.png
CO-2021012896-U1,Scaech: learning characterization system in a constructionist environment via homology ,Cortes Garnica Jose Ferney,Garnica José Ferney Cortés,2021-09-29,2021-09-29,2022-09-30,,https://patents.google.com/patent/CO2021012896U1/en,
WO-2023081827-A1,Method for the discovery and design of new materials without the gravitational force ,"G-Space, Inc.","Ioana COZMUTA, Remus OSAN",2021-11-05,2022-11-04,2023-05-11,,https://patents.google.com/patent/WO2023081827A1/en,
US-2022324101-A1,Cumulative learning robot execution plan generation ,Intel Corporation,"Rita H. Wouhaybi, Hassnaa Moustafa",2022-06-27,2022-06-27,2022-10-13,,https://patents.google.com/patent/US20220324101A1/en,https://patentimages.storage.googleapis.com/7a/89/2b/57c0521da9441a/US20220324101A1-20221013-D00000.png
US-2023106337-A1,"Marketing management system, business management system, processes, and method for managing digital marketing profiles ",Ella Interactive,"Melissa Psihudakis, Jake Sheets",2021-10-06,2021-10-06,2023-04-06,,https://patents.google.com/patent/US20230106337A1/en,https://patentimages.storage.googleapis.com/e7/7f/8b/5cc610ba0ba94f/US20230106337A1-20230406-D00000.png
US-2023152970-A1,On demand configuration of fpga interfaces ,Seagate Technology Llc,"Rajesh Maruti Bhagwat, Nahoosh Hemchandra MANDLIK, Niranjan Anant Pol, Hemantkumar Vitthalrao MANE",2021-11-17,2021-12-28,2023-05-18,,https://patents.google.com/patent/US20230152970A1/en,https://patentimages.storage.googleapis.com/a1/f1/c2/d95415282c81c2/US20230152970A1-20230518-D00000.png
US-2023112448-A1,Computational storage drive using fpga implemented interface ,Seagate Technology Llc,"Hemantkumar Vitthalrao MANE, Niranjan Anant Pol, Nahoosh Hemchandra MANDLIK, Avinash Suresh PISAL",2021-10-12,2021-12-28,2023-04-13,,https://patents.google.com/patent/US20230112448A1/en,https://patentimages.storage.googleapis.com/dd/67/59/85efb29a28a753/US20230112448A1-20230413-D00000.png
WO-2021121686-A1,Anonymized multi-sensor people tracking ,Jetpack,"Raphaël Krings, Pierre-François Crousse, Gautier Krings, Karim Douieb",2019-12-16,2020-08-24,2021-06-24,,https://patents.google.com/patent/WO2021121686A1/en,
WO-2024010461-A1,A method and apparatus for fish farming by means of utilizing a computer-implemented fish farm simulation model. ,Salfjord As,Hans RAMSVIK,2022-07-05,2023-07-05,2024-01-11,,https://patents.google.com/patent/WO2024010461A1/en,
KR-20220142732-A,System for providing e-book recommendation service ,주식회사 아이윙티브이,김남욱,2021-04-15,2021-04-15,2022-10-24,,https://patents.google.com/patent/KR20220142732A/en,https://patentimages.storage.googleapis.com/03/7b/35/2bdb5bf604bb7d/pat00001.png
CN-116227655-A,Student score prediction method and system based on online learning behavior investment ,杭州电子科技大学,"曾鸣, 章佳佳, 张忠良",2022-12-14,2022-12-14,2023-06-06,,https://patents.google.com/patent/CN116227655A/en,https://patentimages.storage.googleapis.com/53/44/a1/4b6ca1060183e3/HDA0003998651720000011.png
CN-115688863-A,Depth knowledge tracking method based on residual connection and student near-condition feature fusion ,云南师范大学,"张姝, 韩晓瑜, 李子杰, 周菊香, 欧阳昭相",2022-11-01,2022-11-01,2023-02-03,,https://patents.google.com/patent/CN115688863A/en,https://patentimages.storage.googleapis.com/f0/03/9e/4f8f9e1fa81aba/HDA0003920697740000011.png
KR-102008786-B1,Context-Driven Mobile Learning Apparatus and method Using Fog Computing ,인천대학교 산학협력단,전광길,2017-12-27,2017-12-27,2019-08-08,2019-08-08,https://patents.google.com/patent/KR102008786B1/en,https://patentimages.storage.googleapis.com/fb/ed/bb/da72382e7a6441/112017129740397-pat00004.png
US-2023419044-A1,Tagging for subject matter or learning schema ,Prometric Llc,"Jesse Andrew Lewis Hamer, Tiago Lima Almeida, Charles Foster, Nicholas Koprowicz, Lucas Cezimbra, Claudio Souza, Saad Masood Khan",2022-06-27,2023-06-26,2023-12-28,,https://patents.google.com/patent/US20230419044A1/en,https://patentimages.storage.googleapis.com/b3/0a/48/266904c98bd682/US20230419044A1-20231228-D00000.png
US-2022166625-A1,Dynamic data compliance controls at the highest directives and standards applicable with a net-sum formula as a zero-knowledge proof compliance validation key ,"Rymedi, Inc.",David Stefanich,2020-11-24,2021-11-24,2022-05-26,,https://patents.google.com/patent/US20220166625A1/en,https://patentimages.storage.googleapis.com/c3/c3/6f/5f9e35193d2a51/US20220166625A1-20220526-D00000.png
WO-2023230226-A1,Systems and methods for agricultural risk management ,"Mars, Incorporated","Donna HENDERSON, Jean-Philippe MARELLI, Jerome Niogret",2022-05-25,2023-05-25,2023-11-30,,https://patents.google.com/patent/WO2023230226A1/en,
KR-20230029631-A,Connected Oxygen Therapy System for Maintaining Patient Involvement in Chronic Respiratory Disease Treatment ,레즈메드 아시아 피티이. 엘티디.,"알렉시아 주디스 클라우딘 페레스, 휘 셍 추아, 키 투 마웅, 킨 와 로우, 티르자 수미트로, 와이 룬 오오이, 키안 분 림, 텍 웨이 탠 (첸 디웨이), 후아 청 호, 제이슨 트지아, 신 친 리, 유 판 로",2020-06-25,2021-06-25,2023-03-03,,https://patents.google.com/patent/KR20230029631A/en,https://patentimages.storage.googleapis.com/59/63/20/58b326c085bdbc/pct00002.png
KR-20220142731-A,Recording medium ,주식회사 아이윙티브이,김남욱,2021-04-15,2021-04-15,2022-10-24,,https://patents.google.com/patent/KR20220142731A/en,https://patentimages.storage.googleapis.com/4d/54/d4/0968a9f17b65a8/pat00001.png
KR-20220142733-A,Apparatus for providing contents recommendation services of book players ,주식회사 아이윙티브이,김남욱,2021-04-15,2021-04-15,2022-10-24,,https://patents.google.com/patent/KR20220142733A/en,https://patentimages.storage.googleapis.com/51/76/c7/b159b7479aa9ec/pat00001.png
KR-20220142730-A,A method and an apparatus for providing contents recommendation services based on learning usage information of book players ,주식회사 아이윙티브이,김남욱,2021-04-15,2021-04-15,2022-10-24,,https://patents.google.com/patent/KR20220142730A/en,https://patentimages.storage.googleapis.com/b5/81/6b/0b8d432aa8a1a5/pat00001.png
KR-20220142734-A,Program for content recommendation services ,주식회사 아이윙티브이,김남욱,2021-04-15,2021-04-15,2022-10-24,,https://patents.google.com/patent/KR20220142734A/en,https://patentimages.storage.googleapis.com/d4/06/91/b05c921b5c2ecc/pat00001.png
US-2022236700-A1,Modelling of a fluid treatment system ,Chevron U.S.A. Inc.,"Cheng Chen, Lauren A. FLORES, Martin Antonio MORLES",2021-01-28,2022-01-28,2022-07-28,,https://patents.google.com/patent/US20220236700A1/en,https://patentimages.storage.googleapis.com/72/02/bc/8c3fb33a3ee023/US20220236700A1-20220728-D00000.png
US-2022236699-A1,Modelling Of A Fluid Treatment System ,Chevron U.S.A. Inc.,"Martin Antonio MORLES, Lauren A. FLORES, Cheng Chen",2021-01-28,2022-01-28,2022-07-28,,https://patents.google.com/patent/US20220236699A1/en,https://patentimages.storage.googleapis.com/77/dc/78/bac45cd0ce1b1d/US20220236699A1-20220728-D00000.png
CN-117632784-A,Quiescing cache line evictions ,美光科技公司,"T·M·布鲁尔, D·E·沃克尔",2022-08-30,2023-06-29,2024-03-01,,https://patents.google.com/patent/CN117632784A/en,
CN-117171067-A,Global virtual address space across operating system domains ,美光科技公司,"B·霍尔农, P·埃斯特普",2022-06-02,2023-06-02,2023-12-05,,https://patents.google.com/patent/CN117171067A/en,
US-2024069801-A1,Memory-side cache directory-based request queue ,"Micron Technology, Inc.","Tony M. Brewer, Dean E. Walker",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240069801A1/en,https://patentimages.storage.googleapis.com/91/20/40/561d69c7729c57/US20240069801A1-20240229-D00000.png
US-2024069800-A1,Host-preferred memory operation ,"Micron Technology, Inc.","Tony M. Brewer, Dean E. Walker",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240069800A1/en,https://patentimages.storage.googleapis.com/c6/f3/c3/6837250aa0d5d8/US20240069800A1-20240229-D00000.png
US-2024069805-A1,Access request reordering for memory-based communication queues ,"Micron Technology, Inc.","Michael Keith Dugan, Tony M. Brewer",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240069805A1/en,https://patentimages.storage.googleapis.com/38/b9/c6/3ecb94c18cc472/US20240069805A1-20240229-D00000.png
US-11914516-B1,Memory side cache request handling ,"Micron Technology, Inc.","Dean E. Walker, Tony M. Brewer",,2022-08-30,2024-02-27,2024-02-27,https://patents.google.com/patent/US11914516B1/en,https://patentimages.storage.googleapis.com/f7/3b/c8/5ef1afbc16deee/US11914516-20240227-D00000.png
US-2023393970-A1,Global virtual address space across operating system domains ,"Bryan Hornung, Patrick Estep","Bryan Hornung, Patrick Estep",2022-06-02,2022-08-31,2023-12-07,,https://patents.google.com/patent/US20230393970A1/en,https://patentimages.storage.googleapis.com/08/98/83/9857e4f26e447c/US20230393970A1-20231207-D00000.png
US-2024069804-A1,Control parameter address virtualization ,"Micron Technology, Inc.","Tony M. Brewer, Michael Keith Dugan",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240069804A1/en,https://patentimages.storage.googleapis.com/af/71/e3/05990d72535f1c/US20240069804A1-20240229-D00000.png
US-2024070074-A1,Variable execution time atomic operations ,"Micron Technology, Inc.","Dean E. Walker, Tony M. Brewer",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240070074A1/en,https://patentimages.storage.googleapis.com/bd/df/b1/7091a957bde72a/US20240070074A1-20240229-D00000.png
US-2024069795-A1,Access request reordering across a multiple-channel interface for memory-based communication queues ,"Micron Technology, Inc.","Michael Keith Dugan, Tony M. Brewer",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240069795A1/en,https://patentimages.storage.googleapis.com/e8/af/a1/d946193f92e3b3/US20240069795A1-20240229-D00000.png
US-2024070078-A1,Recall pending cache line eviction ,"Micron Technology, Inc.","Dean E. Walker, Tony M. Brewer",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240070078A1/en,https://patentimages.storage.googleapis.com/ac/b0/b8/e54266d86203ad/US20240070078A1-20240229-D00000.png
US-2024070082-A1,Evicting a cache line with pending control request ,"Micron Technology, Inc.","Tony M. Brewer, Dean E. Walker",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240070082A1/en,https://patentimages.storage.googleapis.com/e9/2d/8e/c371fa1952d681/US20240070082A1-20240229-D00000.png
US-2024070060-A1,Synchronized request handling at a memory device ,"Micron Technology, Inc.","Tony M. Brewer, Dean E. Walker",,2022-08-30,2024-02-29,,https://patents.google.com/patent/US20240070060A1/en,https://patentimages.storage.googleapis.com/86/da/57/3077d772f9ee35/US20240070060A1-20240229-D00000.png
WO-2023235003-A1,Command fencing for memory-based communication queues ,"Micron Technology, Inc.","Tony M. Brewer, Michael Keith DUGAN",2022-06-02,2023-03-31,2023-12-07,,https://patents.google.com/patent/WO2023235003A1/en,
